sgRNA	Gene	baseline_1	fxn_1	baseline_2	fxn_2
sgZNF574_4	ZNF574	307	337	401	226
sgPDE4A_2	PDE4A	333	300	713	312
sgMAPK7_3	MAPK7	260	554	464	622
sgHGD_4	HGD	279	194	1189	416
sgELK3_2	ELK3	287	90	171	192
sgARFIP1_1	ARFIP1	130	178	59	132
sgPOLR2J3_4	POLR2J3	129	227	496	295
sgPIM1_3	PIM1	784	805	1882	1236
sgSLC25A23_3	SLC25A23	606	285	734	529
sgPFKFB3_4	PFKFB3	1137	537	878	712
sgRDH5_3	RDH5	1139	1068	1956	1692
sgIVNS1ABP_4	IVNS1ABP	107	291	1012	528
sgHIST1H4K_4	HIST1H4K	558	602	1134	1130
sgZDHHC4_4	ZDHHC4	664	414	709	565
sgFAM172A_4	FAM172A	196	299	533	459
sgC11orf84_4	C11orf84	745	787	7249	2499
sgOR2J3_2	OR2J3	975	857	1754	1642
sgBUD31_1	BUD31	206	206	78	112
sgCCNL1_4	CCNL1	79	27	1474	846
sgTGIF2-C20orf24_1	TGIF2-C20orf24	597	551	510	653
sgLTA4H_4	LTA4H	446	303	397	151
sgHIST1H3G_3	HIST1H3G	384	239	147	130
sgSAMD4B_2	SAMD4B	408	275	94	47
sgZNF468_4	ZNF468	358	691	331	247
sgTMEM135_4	TMEM135	294	345	1166	643
sgSCEL_2	SCEL	364	236	1157	2301
sgGNAI3_3	GNAI3	458	386	663	582
sgUGT3A2_2	UGT3A2	452	379	567	271
sgKCNS2_2	KCNS2	692	412	181	66
sgKCNH6_2	KCNH6	227	519	119	95
sgSETX_4	SETX	215	180	584	415
sgDYNC2H1_4	DYNC2H1	726	342	330	857
sgHCCS_2	HCCS	468	256	266	275
sgKDM4E_2	KDM4E	835	1094	1676	1595
sgNUDT14_1	NUDT14	128	126	471	200
sgMYOZ2_4	MYOZ2	590	691	1579	1396
sgLSMEM1_3	LSMEM1	346	161	652	325
sgINTRON-RAB7A_6	NegCtrlIntron	523	452	37	126
sgTHNSL2_3	THNSL2	505	370	2777	1924
sgLUC7L2_3	LUC7L2	185	83	2004	977
sgZNF518B_4	ZNF518B	803	594	757	693
sgPTN_3	PTN	407	363	435	306
sgSERPING1_1	SERPING1	304	293	1564	958
sgANAPC5_3	ANAPC5	242	233	275	91
sgMAPK7_4	MAPK7	200	178	696	533
sgFOXQ1_3	FOXQ1	288	348	448	443
sgPYROXD2_2	PYROXD2	274	491	1127	1312
sgST6GALNAC5_3	ST6GALNAC5	621	316	815	604
sgARF6_3	ARF6	620	538	513	468
sgADGRL4_2	ADGRL4	340	391	934	1022
sgSUPT20H_2	SUPT20H	576	432	813	663
sgTHEG5_2	THEG5	522	240	740	1190
sgZNF14_4	ZNF14	641	1155	4324	2911
sgSLC9A3R1_2	SLC9A3R1	839	1146	2553	1427
sgVPS11_1	VPS11	677	639	3431	941
sgCDRT1_4	CDRT1	404	723	1107	593
sgCGGBP1_4	CGGBP1	544	227	1178	663
sgXRN1_1	XRN1	1386	960	579	360
sgSTX11_4	STX11	628	294	1047	411
sgPSMB4_1	PSMB4	113	174	1181	986
sgJOSD1_2	JOSD1	684	730	576	527
sgNCS1_2	NCS1	849	416	2395	1815
sgBSND_1	BSND	694	976	323	621
sgZFAND2B_2	ZFAND2B	181	437	173	254
sgRPS18_4	RPS18	440	103	150	136
sgADGRL3_4	ADGRL3	164	154	3	221
sgHAUS4_4	HAUS4	142	108	343	333
sgFAM151B_2	FAM151B	70	143	2283	267
sgKLHL11_3	KLHL11	183	207	314	131
Neg_Control_Human_0006	NegCtrl	1360	936	920	1132
sgLHCGR_4	LHCGR	623	549	222	362
sgTNRC6A_1	TNRC6A	1028	831	981	1148
sgFNDC5_4	FNDC5	285	213	297	272
sgC5orf15_4	C5orf15	461	250	256	376
sgPRUNE2_3	PRUNE2	361	533	2007	2197
sgGPR180_1	GPR180	642	423	1063	687
sgPSMD12_3	PSMD12	485	278	1552	729
sgZNF600_1	ZNF600	892	876	961	1012
sgENDOU_1	ENDOU	455	445	1781	1661
sgLOXL3_3	LOXL3	194	364	3326	2996
sgCWC25_3	CWC25	286	436	1911	847
sgRRP9_2	RRP9	602	506	987	517
sgSPDYA_2	SPDYA	487	202	713	506
sgCNOT6L_3	CNOT6L	779	344	920	632
sgCLN3_2	CLN3	238	185	24	15
sgFRY_1	FRY	221	324	4024	1596
sgAKAP6_4	AKAP6	285	259	415	380
sgKLC4_3	KLC4	415	199	1615	872
sgCSN3_4	CSN3	542	326	17457	6685
sgLATS1_1	LATS1	340	273	325	344
sgATP13A3_2	ATP13A3	343	407	712	487
sgZNF280C_3	ZNF280C	217	338	1101	538
sgGPCPD1_2	GPCPD1	198	141	741	897
sgCTNNA3_4	CTNNA3	578	694	1435	1259
sgTRIM73_1	TRIM73	232	203	983	725
sgTATDN1_1	TATDN1	302	460	618	1080
sgUBAP1L_4	UBAP1L	883	814	4408	3413
sgGPRASP1_4	GPRASP1	404	474	3538	2243
sgHRASLS2_4	HRASLS2	173	136	3283	1985
sgMYO5A_1	MYO5A	568	823	1747	2009
sgUSP17L25_3	USP17L25	415	126	229	144
sgZNF268_1	ZNF268	473	265	611	552
sgCRIP2_3	CRIP2	454	345	504	669
sgCST1_3	CST1	690	404	1729	979
sgHRH2_4	HRH2	217	82	546	315
sgEPB41L1_4	EPB41L1	499	675	537	491
sgNDUFA11_2	NDUFA11	185	281	102	65
sgOR6C4_1	OR6C4	466	417	3652	2448
sgHSPA1A_3	HSPA1A	817	1154	3255	2522
sgRAX_4	RAX	1111	2123	2042	1657
sgKLRC3_4	KLRC3	928	875	15405	7417
sgEPRS_4	EPRS	360	604	770	303
sgPGM2L1_4	PGM2L1	117	1	1911	1110
sgNLRP4_2	NLRP4	437	609	3185	1873
sgHSPH1_3	HSPH1	799	571	1124	1706
sgCD2AP_1	CD2AP	247	262	2100	1097
sgCRTC1_3	CRTC1	997	376	405	417
sgUBE3C_4	UBE3C	380	273	922	581
sgSCUBE3_3	SCUBE3	425	394	1107	788
sgPLCB4_4	PLCB4	392	301	1418	1701
sgDEFB1_2	DEFB1	570	899	827	685
sgGMCL1_1	GMCL1	550	187	190	263
sgCYTH3_4	CYTH3	1098	1015	989	1544
sgCCSAP_3	CCSAP	273	349	1325	726
sgTAS2R31_1	TAS2R31	368	327	2812	1960
sgUPK1B_3	UPK1B	151	226	271	363
sgSH3GLB2_1	SH3GLB2	738	697	1558	1242
sgNEUROD4_2	NEUROD4	265	443	1042	451
sgOVCH1_2	OVCH1	729	545	380	532
sgATG14_3	ATG14	493	505	1702	1322
sgNUDT6_2	NUDT6	483	367	63	214
sgBIRC5_4	BIRC5	510	206	39	168
sgLELP1_4	LELP1	353	374	705	526
sgHRK_2	HRK	396	519	247	191
sgCDC23_3	CDC23	310	326	248	304
sgRNASET2_1	RNASET2	202	215	1908	1111
sgSLC5A8_4	SLC5A8	142	149	4818	2377
sgSNX3_4	SNX3	442	464	161	18
sgUSP21_1	USP21	340	312	408	586
sgDNASE2_3	DNASE2	832	894	407	402
sgMAP3K10_1	MAP3K10	305	539	955	835
sgMB_2	MB	134	36	135	451
sgNDUFS5_4	NDUFS5	338	233	1395	2184
sgCTNS_2	CTNS	1133	1455	215	287
sgLRR1_3	LRR1	120	148	1641	485
sgFOS_1	FOS	313	360	651	288
sgSLC30A5_3	SLC30A5	487	340	622	569
sgPOLR2M_1	POLR2M	699	372	154	206
sgMYO1C_4	MYO1C	691	387	1679	1805
sgFAM127B_4	FAM127B	224	131	1178	786
sgGDF11_4	GDF11	708	427	749	416
sgCCDC28A_2	CCDC28A	678	429	5452	3187
sgTMX1_1	TMX1	353	340	5579	2452
sgRPL7L1_4	RPL7L1	459	627	147	259
sgMPP7_4	MPP7	304	331	686	597
sgNAA50_4	NAA50	883	751	228	228
sgTUT1_1	TUT1	90	73	43	107
sgAURKA_2	AURKA	120	181	28	16
sgSLC25A26_4	SLC25A26	470	499	518	703
sgCDON_3	CDON	342	645	610	342
sgINTRON-DMD_5	NegCtrlIntron	649	540	2137	1231
sgDPH7_3	DPH7	500	274	687	294
sgFAM60A_2	FAM60A	420	397	100	276
sgSRPR_1	SRPR	160	295	175	60
sgADAM29_1	ADAM29	384	446	499	425
sgRB1CC1_3	RB1CC1	692	632	1289	773
sgSLC25A16_4	SLC25A16	326	137	266	308
sgFAM26F_2	FAM26F	153	114	1163	692
sgC1orf110_1	C1orf110	140	221	328	271
sgFXYD5_2	FXYD5	972	1232	720	659
sgNAPB_4	NAPB	209	293	1648	510
sgTMEM120B_4	TMEM120B	216	255	526	483
sgPRAMEF16_4	PRAMEF16	502	825	1655	1020
sgNACA2_4	NACA2	1483	1410	1934	1513
sgMED23_3	MED23	188	121	367	309
sgFAM171A2_4	FAM171A2	379	443	1998	699
sgNFYC_2	NFYC	253	375	1344	1523
sgBBC3_4	BBC3	606	449	1164	768
sgNPAS1_4	NPAS1	400	153	1469	1295
sgAKAP10_2	AKAP10	716	735	2287	2908
sgFCHO2_1	FCHO2	171	136	1768	1710
sgCARD10_3	CARD10	211	117	1499	1117
sgCDAN1_3	CDAN1	251	86	436	278
sgCACNA1H_4	CACNA1H	675	810	103	193
sgLRRC4_4	LRRC4	349	513	1153	908
sgPPA2_2	PPA2	182	385	65	0
sgCAPS2_3	CAPS2	967	922	881	870
sgPSMB2_1	PSMB2	273	136	325	244
sgPKNOX1_3	PKNOX1	365	522	506	489
sgTCN2_2	TCN2	207	165	697	372
sgKCNIP1_4	KCNIP1	436	204	1706	1346
sgESRP2_3	ESRP2	826	595	2081	1245
sgIPO7_1	IPO7	581	435	531	186
sgINO80D_2	INO80D	396	438	654	552
sgUBAP2L_2	UBAP2L	964	724	307	206
sgEIF2B3_3	EIF2B3	210	159	1038	750
sgFAM117B_2	FAM117B	826	765	1084	4802
sgSLC45A2_4	SLC45A2	491	309	551	394
sgNOTO_3	NOTO	634	402	667	774
sgCMC2_1	CMC2	821	939	686	794
sgSAA2_2	SAA2	359	570	393	751
sgTHRA_3	THRA	309	428	11944	9110
sgABCC11_1	ABCC11	935	1049	128	151
sgNANOS2_1	NANOS2	348	637	2274	1514
sgC14orf2_4	C14orf2	386	412	469	353
sgNTAN1_2	NTAN1	567	223	1208	825
sgZNF709_4	ZNF709	584	673	981	609
sgGK5_4	GK5	958	1225	1693	1248
sgSMPDL3A_4	SMPDL3A	768	710	295	527
sgCHST5_1	CHST5	1426	833	3108	2320
sgSMARCAD1_1	SMARCAD1	627	467	1609	906
sgARF5_1	ARF5	506	479	247	461
sgCXCL1_3	CXCL1	793	635	2602	1048
sgABCD4_2	ABCD4	893	830	610	299
sgSLC27A5_3	SLC27A5	191	76	119	332
sgLRRC37A_2	LRRC37A	110	138	70	103
sgSET_1	SET	1468	1100	604	1059
sgTSSK6_1	TSSK6	328	187	923	831
sgHCFC2_3	HCFC2	1542	1224	7298	3735
sgMEI4_2	MEI4	328	191	729	849
sgSTYX_1	STYX	235	93	696	586
sgEZR_1	EZR	244	445	1214	704
sgTSHB_4	TSHB	116	67	2196	954
sgPTPRC_4	PTPRC	520	250	1561	702
sgPPP6C_2	PPP6C	214	467	796	470
sgC3orf18_4	C3orf18	771	617	289	522
sgRNF151_4	RNF151	633	651	3017	2485
sgC21orf128_1	C21orf128	711	531	931	692
sgIL13RA2_3	IL13RA2	688	532	878	1147
sgCDH8_4	CDH8	339	163	602	764
sgNCKAP5L_2	NCKAP5L	458	192	661	510
sgSULT2B1_4	SULT2B1	353	421	11256	2962
sgRAD23A_1	RAD23A	427	344	468	374
sgRNF141_2	RNF141	919	731	487	368
sgPTPRN2_2	PTPRN2	1177	1128	1033	915
sgFLT3_2	FLT3	308	563	911	1157
sgTMEM155_4	TMEM155	318	367	225	380
sgHHEX_2	HHEX	574	752	544	445
sgC11orf71_4	C11orf71	199	285	1531	1064
sgLAMA3_2	LAMA3	352	677	2633	1694
sgCA3_2	CA3	341	327	2477	2287
sgWDR82_2	WDR82	123	216	426	180
sgKCTD11_4	KCTD11	838	589	870	861
sgZNF100_3	ZNF100	447	401	803	843
sgGINS3_1	GINS3	454	406	616	824
sgBZRAP1_3	BZRAP1	226	197	1310	1207
sgGCSH_3	GCSH	650	505	279	374
sgMRPL35_1	MRPL35	253	297	2164	1159
sgTMEM165_3	TMEM165	1460	676	1033	573
sgCCZ1_4	CCZ1	577	776	1247	898
sgPHB_2	PHB	365	601	356	705
sgDDX3Y_4	DDX3Y	484	552	1605	1167
sgRAPGEF2_1	RAPGEF2	784	1220	678	645
sgDLGAP1_3	DLGAP1	413	331	2264	1014
sgSLC25A5_3	SLC25A5	208	283	371	208
sgTCEA3_3	TCEA3	249	621	654	339
sgARV1_1	ARV1	418	486	2157	1766
sgAMOTL2_1	AMOTL2	232	377	1382	1925
sgPRSS45_2	PRSS45	579	682	1040	825
sgCCNG1_2	CCNG1	466	518	571	1073
sgNDUFV3_4	NDUFV3	354	643	1124	1485
sgTTLL12_2	TTLL12	702	406	343	343
sgLGALS9_3	LGALS9	192	240	220	155
sgSF3B1_2	SF3B1	455	420	740	453
sgKLK2_2	KLK2	1035	507	128	171
sgZC3H6_2	ZC3H6	964	1102	297	333
sgGDPD2_1	GDPD2	605	566	2086	1421
sgARHGEF9_4	ARHGEF9	1556	1184	1099	895
sgCPA6_3	CPA6	215	264	488	597
sgSPOCD1_3	SPOCD1	693	943	1275	1337
sgSLC23A3_4	SLC23A3	583	573	1350	958
sgHAS3_3	HAS3	159	77	1015	1009
sgDDIT4_1	DDIT4	475	436	713	408
sgABCB8_4	ABCB8	356	243	233	217
sgAP2M1_2	AP2M1	244	494	121	370
sgADIPOR2_1	ADIPOR2	474	495	928	470
sgMCF2L2_2	MCF2L2	332	345	675	457
sgPPP1R3C_1	PPP1R3C	829	1086	740	394
sgMAGEB16_3	MAGEB16	665	816	1148	1275
sgC17orf82_2	C17orf82	486	451	1576	1056
sgWNT1_2	WNT1	759	697	1398	1418
sgFOXRED1_4	FOXRED1	447	868	485	567
sgLIMS2_4	LIMS2	347	613	3393	1361
sgS100A11_1	S100A11	462	343	427	251
sgWNK4_3	WNK4	422	374	41	26
sgGALNTL5_2	GALNTL5	946	1442	1357	1006
sgARFGEF2_1	ARFGEF2	365	552	3127	2052
sgEFNA2_1	EFNA2	1346	701	160	303
sgRAP2B_4	RAP2B	796	596	287	225
sgMPHOSPH6_2	MPHOSPH6	34	60	216	319
sgCLGN_4	CLGN	217	300	2514	2142
sgC10orf71_4	C10orf71	392	521	175	524
sgADGRE2_3	ADGRE2	312	240	3670	925
sgMKL2_2	MKL2	793	1090	368	304
sgC1QTNF9B-AS1_1	C1QTNF9B-AS1	254	184	434	402
sgICMT_1	ICMT	325	949	548	457
sgMVP_4	MVP	535	416	59	103
sgCLSTN1_1	CLSTN1	358	576	1416	889
sgEIF1AY_3	EIF1AY	730	493	808	1315
sgFGF1_2	FGF1	129	337	218	477
sgKLF17_4	KLF17	861	497	1127	599
sgPIK3C2B_3	PIK3C2B	377	317	4	102
sgOR6K2_1	OR6K2	431	311	55	96
sgTMEM183B_1	TMEM183B	614	949	707	504
sgJSRP1_1	JSRP1	160	98	1176	410
sgGCC2_2	GCC2	274	157	552	431
sgPDX1_3	PDX1	749	728	1942	847
sgSLC25A27_3	SLC25A27	1172	1246	5840	3303
sgCD80_3	CD80	492	530	4903	2585
sgDBH_4	DBH	198	164	3751	1944
sgYES1_4	YES1	625	1196	1624	1300
sgCARD9_1	CARD9	378	275	190	239
sgNOL10_1	NOL10	267	427	502	448
sgZNF121_4	ZNF121	681	911	141	62
sgPRM1_2	PRM1	244	219	98	399
sgTSPAN1_2	TSPAN1	497	226	843	635
sgSMIM4_2	SMIM4	459	271	2190	880
sgKIAA1324L_2	KIAA1324L	467	336	505	754
sgRAC1_2	RAC1	843	649	1132	1593
sgSLC47A2_3	SLC47A2	311	262	178	47
sgAURKB_2	AURKB	168	190	99	241
sgACADS_2	ACADS	168	226	2359	1768
sgCOLEC12_4	COLEC12	292	350	2566	2041
sgPHACTR3_2	PHACTR3	280	181	195	129
sgUBE2J1_1	UBE2J1	128	160	1653	688
sgOGDHL_3	OGDHL	468	165	1974	1190
sgHRCT1_3	HRCT1	417	337	903	1450
sgC1orf200_3	C1orf200	214	251	1016	1052
sgFSCN3_2	FSCN3	629	534	1226	644
sgKCNK18_4	KCNK18	637	418	812	463
sgPDE11A_4	PDE11A	323	147	1472	873
sgTMEM131_4	TMEM131	469	432	164	178
sgPERP_3	PERP	1136	391	473	323
sgSEC23A_2	SEC23A	449	434	440	1044
sgKIAA0101_4	KIAA0101	562	354	114	357
sgAKR1C1_4	AKR1C1	821	863	1009	458
sgNCAPG2_2	NCAPG2	197	84	226	172
sgGMPR2_4	GMPR2	772	510	1019	527
sgPIKFYVE_2	PIKFYVE	304	343	3424	1979
sgFARP1_3	FARP1	918	549	1225	1376
sgMRPS26_4	MRPS26	838	1703	156	300
sgDEXI_2	DEXI	230	241	86	165
sgTMEM247_1	TMEM247	249	205	75	215
sgAPPL1_3	APPL1	228	454	779	1030
sgARHGAP36_3	ARHGAP36	405	450	7022	3045
sgTRABD_2	TRABD	407	299	298	467
sgGPR162_2	GPR162	805	466	171	380
sgC11orf65_4	C11orf65	519	554	1265	330
sgPABPC4L_3	PABPC4L	177	203	590	871
sgDPPA4_2	DPPA4	396	507	4857	4836
sgSGF29_3	SGF29	383	402	606	318
sgMOCS2_4	MOCS2	483	842	437	620
sgOR4K1_3	OR4K1	591	345	2170	2006
sgTAF11_4	TAF11	209	174	1065	1547
sgPRKAB1_1	PRKAB1	22	17	155	63
sgIL17B_4	IL17B	349	416	515	524
sgTBC1D3H_1	TBC1D3H	262	604	109	21
sgSRD5A1_3	SRD5A1	227	322	1964	871
sgSEC61B_4	SEC61B	1016	1594	612	424
sgAP2A1_2	AP2A1	377	634	265	454
sgRPS18_2	RPS18	32	159	0	0
sgCR1L_3	CR1L	901	941	3166	1837
sgSF3A1_4	SF3A1	265	284	371	269
sgTTK_3	TTK	1185	1486	16350	6188
sgGPRC5B_3	GPRC5B	470	388	562	493
sgVCAN_3	VCAN	244	306	1721	1411
sgIRAK1_3	IRAK1	376	229	1618	1085
sgSNRPA_3	SNRPA	294	283	799	474
sgIPO9_1	IPO9	346	533	4972	1175
sgPOLD1_2	POLD1	271	283	254	86
sgGNPDA2_1	GNPDA2	214	98	115	61
sgHNF4A_3	HNF4A	631	798	334	448
sgTRIM59_4	TRIM59	384	426	738	418
sgZNF667_3	ZNF667	1122	1348	3337	2897
sgSERTAD2_4	SERTAD2	477	660	506	331
sgUBA52_3	UBA52	165	73	50	21
sgSLC35G6_1	SLC35G6	278	281	421	642
sgC1orf213_3	C1orf213	706	293	3053	3042
sgMTRNR2L10_3	MTRNR2L10	693	498	809	235
sgATP11AUN_4	ATP11AUN	373	291	2056	871
sgKCNT2_1	KCNT2	298	139	376	221
sgSLC33A1_1	SLC33A1	387	161	633	746
sgRHOQ_4	RHOQ	73	141	722	721
sgMSLN_4	MSLN	484	675	1004	879
sgFAM58A_3	FAM58A	329	381	1792	1099
sgBICC1_2	BICC1	267	309	414	351
sgHSF2_3	HSF2	228	183	1175	497
sgSMDT1_2	SMDT1	348	114	1006	863
sgDBT_2	DBT	374	321	1989	1278
sgMVB12A_3	MVB12A	98	51	584	522
sgCORO1C_2	CORO1C	416	410	856	349
sgSEL1L3_3	SEL1L3	456	609	363	839
Neg_Control_Human_GA_0190	NegCtrl	450	377	531	406
sgNCKAP5L_4	NCKAP5L	305	588	319	116
sgPROX1_3	PROX1	857	488	577	357
sgPTH2R_4	PTH2R	558	467	17999	4417
sgFAM186B_4	FAM186B	901	501	1220	527
sgNR2C2_1	NR2C2	599	589	708	475
sgSTUB1_2	STUB1	193	310	22	30
sgMARCH2_2	Mar-02	1009	964	1599	1316
sgTBC1D31_2	TBC1D31	683	571	537	535
sgDAAM2_2	DAAM2	523	417	999	810
sgSLC8B1_4	SLC8B1	342	201	1453	832
sgREEP1_3	REEP1	839	642	1974	1498
sgSMIM10_4	SMIM10	1406	1099	1328	1373
sgPRAMEF1_1	PRAMEF1	503	394	959	760
sgJTB_2	JTB	697	579	806	912
sgSLC22A18_3	SLC22A18	738	509	2357	1992
sgPOLR1B_1	POLR1B	533	750	963	913
sgYES1_3	YES1	712	504	2393	2301
sgTMEM253_1	TMEM253	1192	1209	632	242
sgCENPC_3	CENPC	1052	1035	2863	1300
sgATF7IP_1	ATF7IP	799	412	2812	893
sgTBC1D21_2	TBC1D21	168	159	684	289
sgGOT2_2	GOT2	702	674	543	765
sgGINM1_2	GINM1	911	861	425	494
sgNRDE2_1	NRDE2	653	279	3809	1724
sgAPCDD1L_1	APCDD1L	157	31	290	149
sgCLEC1A_1	CLEC1A	613	334	1624	1340
sgCDH7_1	CDH7	502	279	661	364
sgLTBP3_4	LTBP3	632	462	573	554
sgC1orf141_3	C1orf141	788	711	886	1461
sgKCNN2_2	KCNN2	824	959	1034	1333
sgVCY_2	VCY	495	357	851	567
sgFBXO5_2	FBXO5	360	523	853	970
sgPAPPA2_4	PAPPA2	391	189	1031	312
sgMED1_3	MED1	600	547	200	157
sgCXorf36_4	CXorf36	252	444	619	642
sgGPAT2_1	GPAT2	394	512	491	590
sgMCEE_4	MCEE	670	700	85	112
sgPDLIM2_2	PDLIM2	220	203	1886	1107
sgZC2HC1C_4	ZC2HC1C	461	380	319	328
sgCINP_4	CINP	278	227	100	72
sgGGNBP2_2	GGNBP2	739	558	156	294
sgFAM186A_3	FAM186A	537	411	136	196
sgTAB2_4	TAB2	249	185	3747	1409
sgPRR23B_1	PRR23B	458	559	538	1450
sgERCC2_3	ERCC2	370	516	274	282
sgGABRA6_4	GABRA6	772	420	521	1094
sgPRDM11_2	PRDM11	103	127	103	38
sgRGPD8_2	RGPD8	173	95	479	406
sgDNAAF2_1	DNAAF2	803	653	212	360
sgCD163_3	CD163	116	311	559	622
sgTMEM95_3	TMEM95	471	286	379	1101
sgBANF1_2	BANF1	498	377	882	669
sgS100A5_2	S100A5	928	1310	1123	1013
sgCCP110_1	CCP110	1592	968	4183	3146
sgTANGO6_4	TANGO6	514	428	364	288
sgRP1L1_4	RP1L1	648	414	616	556
sgTACO1_1	TACO1	256	324	2345	1774
Neg_Control_Human_GA_0376	NegCtrl	980	812	744	529
sgAHDC1_4	AHDC1	518	783	2347	2535
sgNKX3-1_4	NKX3-1	1752	1492	1257	974
sgBIN2_3	BIN2	726	592	1622	937
sgTWF2_4	TWF2	408	450	876	746
sgFGF10_4	FGF10	448	564	742	891
sgBOC_4	BOC	773	611	3561	1992
sgITFG2_2	ITFG2	308	538	359	306
sgSPP2_3	SPP2	281	450	1433	830
sgHAS1_2	HAS1	546	500	2795	1498
sgSPPL2A_4	SPPL2A	134	298	90	220
sgTFR2_3	TFR2	381	96	326	303
sgPRELID1_1	PRELID1	104	137	55	51
sgGEMIN8_4	GEMIN8	306	221	185	115
sgMRPS10_2	MRPS10	213	231	243	275
sgNUP210L_4	NUP210L	410	269	1211	1184
sgTUSC2_1	TUSC2	681	538	379	269
sgPPP1R1B_2	PPP1R1B	602	575	832	800
sgREXO4_4	REXO4	869	851	297	513
sgOCA2_3	OCA2	494	519	426	150
sgANTXR1_3	ANTXR1	940	1232	4172	2712
sgNEO1_1	NEO1	238	280	1374	642
sgRNASE10_4	RNASE10	809	427	904	626
sgUBR7_4	UBR7	539	368	279	277
sgFBXL19_1	FBXL19	305	187	314	184
sgABCA4_3	ABCA4	1120	786	1365	638
sgTOPORS_1	TOPORS	330	351	6690	3824
sgHPCA_4	HPCA	565	465	164	168
sgCALD1_3	CALD1	94	87	10753	6078
sgGPR21_3	GPR21	470	410	640	735
sgRAD51C_4	RAD51C	573	791	210	208
Neg_Control_Human_GA_0111	NegCtrl	490	509	818	533
sgZBTB43_3	ZBTB43	596	659	1228	497
sgTCEB3_3	TCEB3	1255	1094	676	765
sgNBPF15_2	NBPF15	773	482	34	150
sgC21orf2_3	C21orf2	792	561	638	886
sgDAB1_4	DAB1	646	500	2675	1359
sgFRMPD2_1	FRMPD2	371	430	1709	1305
sgZNF587_2	ZNF587	428	321	2168	2037
sgNABP1_4	NABP1	634	1044	911	722
sgTRIM60_2	TRIM60	398	103	442	820
sgKRTAP12-3_4	KRTAP12-3	437	579	1902	1321
sgGCC2_1	GCC2	255	398	282	670
sgKLHL35_2	KLHL35	324	243	1369	845
sgOR5P2_2	OR5P2	407	431	294	158
sgZDHHC14_4	ZDHHC14	1824	608	2183	1856
sgTMEM251_4	TMEM251	474	601	4490	2210
sgARHGAP42_3	ARHGAP42	268	394	93	215
sgPRKACG_2	PRKACG	1069	1080	1957	1380
sgCOL20A1_1	COL20A1	255	141	841	410
sgHPCAL1_1	HPCAL1	273	336	69	23
sgMUC4_1	MUC4	416	418	1997	1078
sgSATB2_2	SATB2	374	215	1064	686
sgSACM1L_4	SACM1L	218	146	150	463
sgSLC6A12_2	SLC6A12	160	291	560	403
sgMPPED1_2	MPPED1	386	445	105	119
sgDEFA1B_1	DEFA1B	215	236	1255	825
sgNBPF8_4	NBPF8	149	164	547	732
sgADAMTS19_1	ADAMTS19	241	136	1471	1028
sgRFC4_2	RFC4	337	703	1063	531
sgTMEM132C_1	TMEM132C	411	379	606	871
sgTNKS2_2	TNKS2	387	424	1539	1254
sgC1QL1_1	C1QL1	379	400	430	812
sgTEC_1	TEC	196	194	686	875
sgUGT1A5_3	UGT1A5	402	632	856	683
sgHEATR3_4	HEATR3	605	564	171	179
sgKPNA6_2	KPNA6	244	303	950	947
sgIL5RA_3	IL5RA	653	504	1062	967
sgC1orf189_3	C1orf189	199	116	346	337
sgEFCAB9_3	EFCAB9	162	347	1150	825
sgZNF180_1	ZNF180	225	201	502	515
sgCCDC88B_3	CCDC88B	503	872	1184	1155
sgCOL23A1_3	COL23A1	198	497	3866	1255
sgLTK_1	LTK	525	360	1351	856
sgZNF57_1	ZNF57	484	381	260	354
sgRPN2_3	RPN2	247	291	996	983
sgCCDC101_1	CCDC101	527	742	766	612
sgRTCA_4	RTCA	297	160	413	456
sgC1orf116_1	C1orf116	370	433	4866	1490
sgRIT1_3	RIT1	207	240	595	327
sgNABP2_4	NABP2	85	108	221	175
sgCEP76_1	CEP76	943	1206	1290	1066
sgHIST1H1C_1	HIST1H1C	252	373	1588	1365
sgINSIG2_4	INSIG2	335	391	2448	1209
sgGAN_4	GAN	1064	927	723	452
sgZNF322_3	ZNF322	420	428	306	360
sgLOC100129083_2	LOC100129083	902	871	771	1697
sgSLC25A15_1	SLC25A15	368	391	808	792
sgFAM20C_2	FAM20C	303	176	2771	1997
sgGANAB_3	GANAB	369	425	2697	1102
sgH2BFWT_3	H2BFWT	605	398	404	393
sgCA4_3	CA4	518	348	1917	1449
sgTMEM154_2	TMEM154	603	674	1654	400
sgMRPL30_3	MRPL30	301	318	1358	939
sgORAI2_4	ORAI2	458	500	726	615
sgANKUB1_4	ANKUB1	599	438	598	571
sgSPOCK2_1	SPOCK2	581	280	1975	1119
sgMBD3L1_4	MBD3L1	757	1041	4600	19781
sgZNF544_2	ZNF544	558	1141	305	340
sgTXNIP_1	TXNIP	170	29	1391	854
sgDUSP12_2	DUSP12	955	788	836	857
sgNEK1_4	NEK1	117	359	9552	4492
sgARL6IP1_3	ARL6IP1	200	214	610	763
sgRAB29_1	RAB29	627	536	400	420
sgSPP2_2	SPP2	875	538	4885	4349
sgSFXN2_3	SFXN2	441	545	3214	2086
sgZBTB39_3	ZBTB39	832	879	1310	846
sgCAPN5_4	CAPN5	190	280	323	368
sgPHOSPHO1_1	PHOSPHO1	576	480	669	581
sgCYB5RL_1	CYB5RL	804	772	2773	2570
sgCD36_4	CD36	360	322	455	361
sgIGHMBP2_1	IGHMBP2	266	59	859	634
